invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-25728600131,2020-03-09,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001.0,POINT (-90.666497 42.49721900000001),31,DUBUQUE,1081500.0,Triple Sec,434,LUXCO INC,86251,Juarez Triple Sec,12,1000,2.42,3.63,4,14.52,4.0,1.05
INV-33739200046,2021-01-25,4604,Pit Stop Liquors / Newton,"1324, 1st Ave E",Newton,50208.0,POINT (-93.035654 41.699173),50,JASPER,1041300,American Sloe Gins,434.0,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52
S30548000013,2016-02-03,4952,Sub Express & Gas,4307 W LOCUST ST,DAVENPORT,52804,POINT (-90.637353 41.538148),82,Scott,1081380.0,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84143,99 Cinnamon Mini,10,600,5.94,8.91,50,445.5,30.0,7.93
INV-09978300081,2018-01-24,2565,Hy-Vee Food Store / Spencer,819 N Grand Ave,Spencer,51301.0,POINT (-95.14506 43.145897),21,CLAY,,,421,SAZERAC COMPANY  INC,100015,Fireball Bag in Box,3,3500,30.0,45.0,2,90.0,7.0,1.85
S08259500001,2012-10-11,4205,Fareway Stores #467 / Marshalltown,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,Marshall,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,30,813.9,22.5,5.94
S31963600010,2016-04-25,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,POINT (-93.65129 41.626668),77,Polk,1701100.0,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",163,Hennessy VS Flask,24,200,5.74,8.61,24,206.64,4.8,1.27
S32024000009,2016-04-28,4068,Sa Petro Mart,136  1ST ST,WEST DES MOINES,50265,POINT (-93.703344 41.570743),77,Polk,1012300.0,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15621,Jameson Mini,10,600,11.88,17.82,2,35.64,1.2,0.32
S32215200073,2016-05-09,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,Polk,1081400.0,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.42,3.63,180,653.4,180.0,47.55
INV-17895500088,2019-03-04,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,,,55,SAZERAC NORTH AMERICA,84197,99 Pineapple Mini,10,600,6.0,9.0,10,90.0,6.0,1.58
INV-18445500015,2019-03-29,3056,Super Foods / Clarion,325 Central Ave W,Clarion,50525,POINT (-93.735875 42.731643),99,WRIGHT,1081100.0,Coffee Liqueurs,370,PERNOD RICARD USA,67527,Kahlua Coffee,12,1000,14.99,22.49,4,89.96,4.0,1.05
S22821100001,2014-12-09,3981,Wal-Mart 1152 / Sioux Center,255 16TH ST SW,SIOUX CENTER,51250,POINT (-96.179835 43.060881),84,Sioux,1701100.0,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,2870,Bailey's Original Irish Cream w/2 Glasses,6,750,13.24,19.86,60,1191.6,45.0,11.89
S23331000182,2015-01-06,2565,Hy-Vee Food Store / Spencer,819 N GRAND AVE,SPENCER,51301,POINT (-95.14506 43.145897),21,Clay,1081010.0,AMERICAN AMARETTO,434,Luxco-St Louis,76487,Paramount Amaretto,12,1000,4.05,6.08,7,42.56,7.0,1.85
INV-27695000062,2020-06-03,5257,MAD Ave Quik Shop,"405, Madison Ave",Ottumwa,52501.0,,90,WAPELLO,1092100.0,Imported Distilled Spirit Specialty,55,SAZERAC NORTH AMERICA,76227,Montezuma Blue,12,1000,4.66,6.99,120,838.8,120.0,31.7
INV-25899000009,2020-03-16,4829,Central City 2,1501 Michigan Ave,Des Moines,50314.0,POINT (-93.613739 41.60572),77,POLK,1011600.0,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton 4YR Rye,6,750,18.09,27.14,30,814.2,22.5,5.94
INV-34088100001,2021-02-05,2602,Hy-Vee Food Store / Webster City,823  2nd St,Webster City,50595.0,POINT (-93.825486 42.469466),40,HAMILTON,1011600,Straight Rye Whiskies,626.0,JDSO INC / Red Boot Distillery,26496,Burn the Boats Rye Whiskey,6,750,17.5,26.25,18,472.5,13.5,3.56
INV-39734600001,2021-09-01,4107,Fareway Stores #384 / Boone,1711 Hawkeye Dr,Boone,50036.0,POINT (-93.867439 42.037347),8,BOONE,1011700.0,Corn Whiskies,594,"American Heritage Distillers, LLC / Century Farms Distillery",925475,Methanol Moonshine,12,750,24.0,36.0,120,4320.0,90.0,23.77
S17360100020,2014-02-12,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67,Monona,1051110.0,BLACKBERRY BRANDIES,434,Luxco-St Louis,55087,Paramount Blackberry Brandy,12,1000,6.53,9.8,4,39.2,4.0,1.06
S30208700008,2016-01-15,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,Linn,1042100.0,IMPORTED DRY GINS,260,Diageo Americas,28868,Tanqueray Gin,6,1750,24.99,37.49,54,2024.46,94.5,24.96
S07580400013,2012-09-06,3654,The Beverage Shop / Belmond,207 E MAIN ST,BELMOND,50421,POINT (-93.615247 42.845901),99,Wright,1042100.0,IMPORTED DRY GINS,260,Diageo Americas,28867,Tanqueray Gin,12,1000,14.99,22.48,4,89.92,4.0,1.06
INV-17875300049,2019-03-04,5600,H & A Mini Mart,145 University Ave,Des Moines,50314,POINT (-93.61947 41.600419),77,POLK,1062100.0,Gold Rum,35,BACARDI USA INC,43034,Bacardi Gold,24,375,4.5,6.75,3,20.25,1.12,0.29
S31769100034,2016-04-13,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,,85,Story,1012300.0,IRISH WHISKIES,395,Proximo,15777,Bushmills Irish Whiskey,12,1000,16.75,25.13,4,100.52,4.0,1.06
INV-14648400024,2018-09-25,2113,Jamboree Foods,1119 Market St. Box 71,Gowrie,50543,POINT (-94.289457 42.28057),94,WEBSTER,1081100.0,Coffee Liqueurs,65,Jim Beam Brands,67557,Kamora Coffee Liqueur,12,1000,8.39,12.59,2,25.18,2.0,0.52
S07256500045,2012-08-22,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,POINT (-95.202405 42.647492),11,Buena Vista,1042100.0,IMPORTED DRY GINS,370,Pernod Ricard USA/Austin Nichols,28088,Beefeater Gin,6,1750,22.04,33.07,3,99.21,5.25,1.39
S23820100067,2015-02-03,3704,Celtics Beverage Company,1122 BROADWAY,EMMETSBURG,50536,POINT (-94.678807 43.10937),74,Palo Alto,1081330.0,PEACH SCHNAPPS,65,Jim Beam Brands,82849,Dekuyper Peachtree Schnapps Pet,6,1750,11.54,17.31,3,51.93,5.25,1.39
S14193800025,2013-10-04,3886,Wal-Mart 0646 / Anamosa,101  115 ST,ANAMOSA,52205,POINT (-91.26496500000002 42.101677),53,Jones,1701100.0,DECANTERS & SPECIALTY PACKAGES,192,Sidney Frank Importing Co.,3135,Jagermeister w/2 Shot Glasses,12,750,12.05,18.08,36,650.88,27.0,7.13
INV-06815400002,2017-08-22,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263,POINT (-93.854477 41.615059),25,DALLAS,1901200.0,Special Order Items,421,SAZERAC COMPANY  INC,980023,HA Buffalo Trace Bourbon Cream,12,750,10.4,15.6,7,109.2,5.25,1.39
INV-27460100004,2020-05-26,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401.0,POINT (-91.659875 41.97574),57,LINN,1081500.0,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,96,552.96,96.0,25.36
INV-28766700096,2020-07-16,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314.0,POINT (-91.410401 41.918328),57,LINN,1092100.0,Imported Distilled Spirit Specialty,353,"John Ernest Distillery, Inc.",65750,Maestro Agavero Gold,12,1000,7.0,10.5,72,756.0,72.0,19.02
INV-33762800061,2021-01-25,2662,Hy-Vee Wine & Spirits / Muscatine,"522 Mulberry, Suite A",Muscatine,52761.0,POINT (-91.04437 41.426615),70,MUSCATINE,1081100,Coffee Liqueurs,370.0,PERNOD RICARD USA,67524,Kahlua Coffee,24,375,6.49,9.74,3,29.22,1.12,0.29
INV-33770500003,2021-01-26,3814,Costco Wholesale #788 / WDM,7205 Mills Civic Pkwy,West Des Moines,50266.0,POINT (-93.806489 41.561342),25,Dallas,1032000,Imported Vodka,217.0,MISA Imports Inc,987514,Kirkland Signature French Vodka,6,1750,13.87,20.81,576,11986.56,1008.0,266.28
INV-39133000026,2021-08-11,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722.0,POINT (-90.48065 41.529655),82,SCOTT,1082100.0,Imported Cordials & Liqueur,619,Campari America,65127,Grand Marnier Cordon Rouge,6,1000,25.55,38.33,6,229.98,6.0,1.58
INV-12969100023,2018-06-29,5007,Brother's Market / Denver,1022 Skylar St,Denver,50622,POINT (-92.336297 42.66167),9,BREMER,1062100.0,Gold Rum,434.0,LUXCO INC,45248,Paramount Gold Rum,6,1750,7.84,11.76,4,47.04,7.0,1.85
INV-23475200064,2019-11-25,2573,Hy-Vee Food Store / Muscatine,2400 2nd Ave,Muscatine,52761,POINT (-91.035138 41.451349),70,MUSCATINE,1041300.0,American Sloe Gins,434.0,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52
S30320200216,2016-01-21,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081330.0,PEACH SCHNAPPS,65,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,7.62,11.43,120,1371.6,120.0,31.7
S21603900011,2014-10-06,3838,Schnucks / Bettendorf,858 MIDDLE RD,BETTENDORF,52722,POINT (-90.520013 41.539421),48,Iowa,1012300.0,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15810,Paddy Bee Sting,12,750,12.49,18.74,36,674.64,27.0,7.13
INV-15186100020,2018-10-22,5315,Brother's Market Wine and Spirits,110 South Main Street,Sigourney,52591,POINT (-92.20510500000002 41.333293),54,KEOKUK,1041300.0,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52
S28495500014,2015-10-20,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,POINT (-93.718027 41.599172),77,Polk,1081330.0,PEACH SCHNAPPS,65,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,7.62,11.43,48,548.64,48.0,12.68
INV-36305500060,2021-05-03,4604,Pit Stop Liquors / Newton,"1324, 1st Ave E",Newton,50208.0,POINT (-93.035654 41.699173),50,JASPER,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold DSS,12,1000,4.85,7.28,72,524.16,72.0,19.02
S19428500013,2014-06-09,4991,Fasttrak,24687 HWY 13 N,ELKADER,52043,POINT (-91.387499 42.864239),22,Clayton,1101100.0,AMERICAN ALCOHOL,434,Luxco-St Louis,41846,Everclear Alcohol,12,750,8.75,13.13,9,118.17,6.75,1.78
S28479700019,2015-10-15,3995,Barmuda Distribution,6027 University Ave STE 100,CEDAR FALLS,50613,POINT (-92.430437 42.512768),7,Black Hawk,1062050.0,BARBADOS RUM,305,MHW Ltd,42204,Blue Chair Bay Banana,12,750,9.42,14.13,120,1695.6,90.0,23.78
S15633400049,2013-11-11,2662,Hy-Vee Wine & Spirits / Muscatine,"522 MULBERRY, SUITE A",MUSCATINE,52761,POINT (-91.04437 41.426615),70,Muscatine,1081330.0,PEACH SCHNAPPS,65,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,7.62,11.43,5,57.15,5.0,1.32
S21581600063,2014-10-06,3618,Wal-Mart 2716 / Cedar Rapids,3601 29TH AVE SW,CEDAR RAPIDS,52404,POINT (-91.718042 41.949215),57,Linn,1101100.0,AMERICAN ALCOHOL,434,Luxco-St Louis,41846,Everclear Alcohol,12,750,9.0,13.5,36,486.0,27.0,7.13
INV-34214600037,2021-02-11,4103,Fareway Stores #093 / Ames,3619 Stange Rd,Ames,50010.0,POINT (-93.645008 42.057108),85,STORY,1041200,Flavored Gin,322.0,Prestige Wine & Spirits Group / United States Distilled Products Co,33111,Indoggo Strawberry Gin Mini,6,50,13.92,20.88,6,125.28,0.3,0.07
S08758900024,2012-11-05,4137,Fareway Stores #989 / Waukee,200 SE LAUREL ST,WAUKEE,50263,POINT (-93.86786 41.614033),25,Dallas,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,30,813.9,22.5,5.94
INV-28590200035,2020-07-09,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263.0,POINT (-93.854477 41.615059),25,DALLAS,1091300.0,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86839,Ole Smoky Mango Habanero Whiskey,6,750,10.0,15.0,8,120.0,6.0,1.58
INV-28761300143,2020-07-16,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320.0,POINT (-93.596754 41.554101),77,POLK,1081500.0,Triple Sec,434,LUXCO INC,86251,Juarez Triple Sec,12,1000,2.42,3.63,48,174.24,48.0,12.68
S29360400020,2015-11-30,4617,Lickety Liquor,2501 HUBBELL AVE,DES MOINES,50317,POINT (-93.570489 41.607817),77,Polk,1701100.0,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",2140,Hennessy VS 750ml + VSOP 50ml Chain VAP,6,800,18.99,28.49,12,341.88,9.6,2.54
INV-33612800106,2021-01-20,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010.0,,85,STORY,1082100,Imported Cordials & Liqueur,192.0,"Mast-Jagermeister US, Inc",65259,Jagermeister Liqueur Mini Meisters,12,20,4.93,7.4,12,88.8,0.24,0.06
